Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","33","Canada","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","37411.05","X","Figure from international organizations"
"FBS","Food Balances (2010-)","231","United States of America","511","Total Population - Both sexes","2501","Population","2019","2019","1000 persons","329064.92","X","Figure from international organizations"
